-1,0,3,7,168,3,1,79,0,0,0,3,18,0,0,0,5,42,23.8497338795,568.809806121,79,2677,5,33.8860759494,24,0,0,895,8,973,0,13,13,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,3,0,0,12,0,0,0,0,0,1,3,0,0,3,0
-1,0,2,4,90,2,1,52,0,0,0,1,11,0,0,0,2,21,20.7861398405,432.063609467,52,1398,3,26.8846153846,14,0,0,459,9,510,0,8,8,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,0,8,0,0,0,0,0,1,2,0,0,0,0
-1,0,1,5,78,3,1,47,0,0,0,1,24,0,0,0,1,24,21.9553231696,482.036215482,47,1338,2,28.4680851064,11,0,0,470,8,516,0,8,8,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,1,0,0,1,3,0,0,2,0
-1,0,3,9,102,2,1,52,0,0,0,2,22,0,0,0,4,26,24.0971284105,580.671597633,52,1588,2,30.5384615385,10,0,0,509,8,560,0,10,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,7,0,0,1,0,0,1,2,0,0,1,0
-1,0,2,31,84,4,1,66,0,0,0,1,7,0,0,0,1,13,14.7652002471,218.011138338,67,1106,0,16.5074626866,0,0,0,175,18,242,4,7,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
-1,0,0,10,186,7,8,70,0,0,0,0,0,0,0,0,0,0,21.5262535486,463.379591837,70,1740,0,24.8571428571,3,0,0,605,17,675,0,14,14,0,3,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,6,0,0,0,1,2,0,0,23,1,0,0,7,0,0,0,0
-1,0,1,5,164,2,1,49,0,0,0,2,13,0,0,0,2,13,21.5036834054,462.4084,50,1577,0,31.54,3,0,0,424,4,474,0,8,8,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,1,1,0,0,27,0,0,0,2,0,0,0,0
-1,0,2,83,462,10,5,146,1,1,1,1,15,1,1,1,1,21,17.5124864978,306.687183336,146,3426,19,23.4657534247,0,3,0,655,8,800,0,31,31,0,3,0,0,0,8,3,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,24,8,0,0,0,3,8,0,0,17,0,0,0,10,0,0,0,0
-1,0,0,22,30,0,0,49,0,0,0,0,0,0,0,0,0,0,25.4428334886,647.337775927,49,1336,0,27.2653061224,15,0,0,314,16,362,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,14,152,5,1,40,0,0,0,0,0,0,0,0,0,0,24.1528466231,583.36,40,968,0,24.2,0,0,51,79,9,169,0,7,7,29,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,2,0,0,18,0,0,0,5,0,0,0,0
-1,0,0,84,1042,42,12,172,0,0,0,0,0,0,0,0,0,0,32.3440364752,1046.13669551,172,6638,10,38.5930232558,8,2,0,1272,29,1443,0,29,29,0,3,4,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,18,9,0,0,0,4,12,0,0,20,0,0,0,42,0,0,0,0
-1,0,0,14,146,2,2,23,0,0,0,0,0,0,0,0,0,0,30.0475992895,902.858223062,23,885,1,38.4782608696,2,0,0,164,1,186,0,6,6,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
-1,0,0,35,50,2,0,16,0,0,0,0,0,0,0,0,0,0,72.0623644838,5192.984375,16,638,0,39.875,0,0,11,59,4,86,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
-1,0,9,192,740,11,0,269,0,0,0,2,56,0,0,0,16,230,19.2757758354,371.555534058,269,7425,5,27.6022304833,9,0,0,2782,40,3050,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0
-1,0,5,30,372,11,7,96,1,1,1,2,18,5,5,5,7,60,25.270802425,638.613455202,97,2756,2,28.412371134,3,2,0,436,12,533,0,26,26,0,2,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,7,0,0,0,1,4,0,0,0,0,0,1,11,0,0,0,0
-1,0,0,14,66,6,0,18,0,0,0,0,0,0,0,0,0,0,26.4692368348,700.620498615,19,515,0,27.1052631579,4,0,4,61,5,84,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0
-1,0,0,29,106,5,0,38,0,0,0,0,0,0,0,0,0,0,18.0218396287,324.786703601,38,914,0,24.0526315789,6,0,22,98,7,158,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,0,0,0,5,0,0,0,0
-1,0,1,25,146,4,0,31,0,0,0,1,3,0,0,0,1,3,24.9237338255,621.192507804,31,836,0,26.9677419355,1,0,26,63,6,119,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0
-1,0,2,7,150,4,2,46,0,0,0,3,7,0,0,0,3,7,19.1254229161,365.78180172,47,1527,9,32.4893617021,3,0,0,350,2,397,0,7,7,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,1,0,1,1,0,0,17,0,0,0,4,0,0,0,0
-1,0,2,26,136,10,4,42,4,4,1,1,36,4,4,1,2,38,20.3978707039,416.073129252,42,1167,0,27.7857142857,3,0,0,372,8,413,0,6,6,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0
